Country Name,Country Code,Series Name,Series Code,2022 [YR2022],2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013]
Bahrain,BHR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,4.218,4.536,4.692,3.772,3.817,3.8,3.81,3.822,3.811,3.679,3.876,3.953,3.869
Bahrain,BHR,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,..,..,..,..,..,..,3.68,..,3.88,..
Bahrain,BHR,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,0.613,0.715,0.863,0.481,0.484,0.473,0.474,0.476,0.466,0.44,0.473,0.479,0.466
Bahrain,BHR,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,..,..,..,..,..,..,0.44,..,0.47,..
Bahrain,BHR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.399,1.532,1.674,1.181,1.185,1.169,1.181,1.197,1.184,1.13,1.185,1.2,1.178
Bahrain,BHR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,1.13,4,1.2,..
Bahrain,BHR,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,6.629,7.15,7.774,5.991,5.867,5.702,5.57,5.488,5.49,4.96,5.258,5.402,5.471
Bahrain,BHR,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,..,..,..,..,..,..,..,..,..,5.03,..,5.3,..
Bahrain,BHR,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,..,..,..,..,..,..,..,..,..,2.47,..,2.61,..
Bahrain,BHR,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,3.411,3.836,4.406,3.161,3.077,2.963,2.845,2.756,2.749,2.431,2.631,2.712,2.758
Bahrain,BHR,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,..,..,..,..,..,..,..,..,..,11.64,..,12.23,..
Bahrain,BHR,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,13.855,14.814,16.249,13.376,13.23,12.959,12.743,12.614,12.758,11.739,12.964,13.202,12.995
Bahrain,BHR,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,21.4294
Bahrain,BHR,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,..,..,..,..,..,..,17.50832,15.75927,..,..,..,15.90834
Bahrain,BHR,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,..,..,..,..,..,..,..,11.16362,10.32071,..,..,..,10.47755
Benin,BEN,"Compulsory education, duration (years)",SE.COM.DURS,6,6,6,6,6,6,6,6,6,6,6,6,6
Benin,BEN,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,..,..,..,..,..,..,..,90.9773330688477,92.7565383911133,85.3099594116211,..,86.3810806274414,90.7843399047852
Benin,BEN,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,..,..,..,..,..,..,..,94.3720016479492,93.7714385986328,99.091796875,..,91.0519180297852,93.6087188720703
Benin,BEN,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..,..,..,..,..,..,90.0409393310547,94.7153091430664,97.8521575927734,..,95.3914184570312,95.6957168579102
Benin,BEN,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,..,..,..,..,..,..,..,91.6901473999023,93.4101181030273,91.8484802246094,..,89.4220199584961,92.5010528564453
Benin,BEN,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,..,..,..,..,..,49.80869,48.94131,52.82559,..,51.12865,50.12866
Benin,BEN,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,..,..,..,..,..,..,..,23.73528,26.25183,27.98253,..,21.971,26.36371
Benin,BEN,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,..,..,..,..,..,..,..,22.14901,20.34996,15.6043,..,24.7532,21.03575
Benin,BEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.21092677116394,3.19318079948425,2.93901991844177,3.00273609161377,2.93161988258362,3.53558993339539,2.89910006523132,3.17298007011414,3.161789894104,3.67997002601624,4.40000009536743,3.56202006340027,3.3275101184845
Benin,BEN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,17.1879959106445,17.5955581665039,..,18.4406833648682,17.7091808319092,19.8796501159668,18.7914009094238,17.4795207977295,22.227710723877,26.1439609527588,20.9599990844727,25.0213108062744,22.3412208557129
Benin,BEN,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,2.263,..,..,..,..,..,12.102,..,..
Benin,BEN,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,..,3.86,..,..,..,..,..,16.176,..,..
Benin,BEN,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..,..,1.695,..,..,..,..,..,10.901,..,..
Benin,BEN,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,0.829,..,..,..,..,..,2.456,..,..
Benin,BEN,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,..,..,1.352,..,..,..,..,..,3.507,..,..
Benin,BEN,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,..,..,..,0.436,..,..,..,..,..,1.709,..,..
Benin,BEN,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,2.004,..,..,..,..,..,6.048,..,..
Benin,BEN,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,..,..,3.258,..,..,..,..,..,8.373,..,..
Benin,BEN,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,..,..,..,1.102,..,..,..,..,..,4.771,..,..
Benin,BEN,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,1.968,2.073,1.908,1.736,1.74,1.906,2.093,2.273,2.353,1.148,2.875,2.685,2.491
Benin,BEN,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,..,1.726,..,..,..,..,1.14,2.859,..,..
Benin,BEN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,1.394,1.488,1.475,1.243,1.247,1.419,1.612,1.8,1.889,0.937,2.432,2.235,2.034
Benin,BEN,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,..,1.238,..,..,..,..,0.93,2.419,..,..
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.654,1.752,1.671,1.466,1.47,1.643,1.836,2.023,2.111,1.04,2.65,2.454,2.254
Benin,BEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,1.473,..,..,..,..,1.04,2.647,..,..
Benin,BEN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,4.179,4.325,4.47,3.89,3.867,4.107,4.369,4.618,4.75,2.141,5.461,5.209,4.948
Benin,BEN,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,..,..,..,..,3.911,..,..,..,..,2.38,5.629,..,..
Benin,BEN,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,..,..,..,..,3.164,..,..,..,..,1.53,5.212,..,..
Benin,BEN,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,3.336,3.447,3.65,3.198,3.171,3.456,3.759,4.051,4.248,1.487,5.097,4.8,4.497
Benin,BEN,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,..,..,..,..,4.54,..,..,..,..,3.11,5.945,..,..
Benin,BEN,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,4.983,5.155,5.249,4.548,4.532,4.715,4.927,5.124,5.191,2.695,5.761,5.553,5.336
Benin,BEN,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,..,..,..,..,..,..,..,77.72193,60.33975,63.11729,..,95.09593,65.78954
Benin,BEN,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,..,..,..,..,..,..,11.34655,13.01251,..,..,..,13.80213
Benin,BEN,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,..,..,..,..,..,..,..,10.25321,10.19757,13.66952,..,12.18628,11.04903
Botswana,BWA,"Compulsory education, duration (years)",SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,8.05833625793457,8.39899635314941,7.90538597106934,7.80924463272095,8.73589324951172,8.39457988739014,8.22306251525879,..,..,9.25806713104248,8.0172061920166
Botswana,BWA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,..,21.465087890625,22.3420009613037,21.3199825286865,21.5209445953369,22.0042915344238,21.6581592559814,22.6601257324219,23.5505275726318,24.1944999694824,22.9116344451904,20.9129199981689
Botswana,BWA,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,18.482,14.207,16.553,15.252,..,..,..,..,..,6.9,..,..,..
Botswana,BWA,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,20.592,17.173,19.176,16.691,..,..,..,..,..,7.87,..,..,..
Botswana,BWA,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,16.288,10.784,13.943,13.775,..,..,..,..,..,6.05,..,..,..
Botswana,BWA,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,25.352,27.22,22.216,22.748,..,..,..,..,..,21.03,..,..,..
