Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Age dependency ratio (% of working-age population),SP.POP.DPND,Cote d'Ivoire,CIV,86.9729511231368,86.6658598527946,86.8674791672008,86.7677750188852,86.1620005046775,85.1783278159312,84.2100870709416,83.2823421060668,82.30973977407,81.2839670616046,80.2425535753877,79.2147350514913,78.1637115848218
Age dependency ratio (% of working-age population),SP.POP.DPND,Djibouti,DJI,66.1573362737478,65.2221071920508,64.3387424249469,63.4507606084868,62.4674149256477,61.3639279276968,60.1470222286216,58.8623736641,57.5937856829816,56.4322502461562,55.396839198838,54.4786004722847,53.6767417786949
Age dependency ratio (% of working-age population),SP.POP.DPND,"Egypt, Arab Rep.",EGY,59.8049327497168,59.7315272794154,59.8719095559063,60.1566644756255,60.4786653764444,60.8799902013869,61.1222120588824,61.1901491465216,61.2380256703219,61.2187727809098,61.079606292045,60.8376799931851,60.5001544047954
Age dependency ratio (% of working-age population),SP.POP.DPND,Equatorial Guinea,GNQ,73.262035471636,72.8916991175573,72.2505465644008,71.8247856577513,71.632665231075,71.6801154243719,71.9468620825708,72.3007761697478,72.5406973805728,72.5098499650655,72.4803885228416,72.1597025458452,71.2796777515419
Age dependency ratio (% of working-age population),SP.POP.DPND,Eritrea,ERI,85.8398709634759,85.2611619184257,84.8660421476452,84.5870242417014,84.9133722104483,85.4102943576546,85.3469437436008,84.8168117519042,83.4867549686509,81.8204825068531,79.925790506184,77.9020473188492,76.0867788405239
Age dependency ratio (% of working-age population),SP.POP.DPND,Eswatini,SWZ,71.2979084580524,70.756235536922,70.3189097824438,69.9139125572802,69.4363679049356,68.8543020816116,68.2177698860708,67.5333934755405,66.7768041540852,65.9232641804935,64.9822672736877,63.9951527889345,63.1197577235132
Age dependency ratio (% of working-age population),SP.POP.DPND,Ethiopia,ETH,91.7707612191842,90.1728441303077,88.4834050644814,86.7679007818409,85.0521731404654,83.4193397269313,81.8690916379331,80.3720996883805,79.0455603734678,77.9029393303626,76.8136733919111,75.7451418239888,74.7215177585388
Age dependency ratio (% of working-age population),SP.POP.DPND,Gabon,GAB,71.0808319352433,70.3322269352517,69.6747117283734,69.0589547496634,68.5737965411969,68.2823070701205,68.1586112727689,68.1408941997219,68.1322162420047,68.0574642534398,67.87469080567,67.5632751713975,67.1431439947555
Age dependency ratio (% of working-age population),SP.POP.DPND,"Gambia, The",GMB,94.6381171118492,94.4347734705455,94.1294375841834,93.6281035942325,92.9297914720347,92.1352013036794,91.253867860913,90.2761230107836,89.155193823039,87.8896514330905,86.4990153358364,84.97532182526,83.425871258518
Age dependency ratio (% of working-age population),SP.POP.DPND,Ghana,GHA,73.4306472523468,73.1972060767863,73.0408756091822,72.8967418354936,72.6995576054061,72.4041317602451,71.9550396349568,71.3243931973547,70.686447158243,70.1226159266052,69.4545364357204,68.7240969726096,68.0454182219354
Age dependency ratio (% of working-age population),SP.POP.DPND,Guinea,GIN,93.1311122510534,92.12427613805,91.044858844281,90.0158830255815,88.9543058040437,87.9291164743677,87.0536481386485,86.2284282192735,85.3825825884357,84.4619150147032,83.4733485297432,82.4458318081097,81.3755858179544
Age dependency ratio (% of working-age population),SP.POP.DPND,Guinea-Bissau,GNB,85.9892718123991,85.4336439227618,84.8989035060732,84.3591288909159,83.7790826384423,83.1042124064094,82.324242722393,81.3722084893955,80.2654879687595,79.1012841394956,77.8809524860026,76.5970866547948,75.23354724666
Age dependency ratio (% of working-age population),SP.POP.DPND,"Iran, Islamic Rep.",IRN,37.5182407147824,37.6626310942532,38.1598147221319,38.8667448137581,39.9949808751349,41.3556540124787,42.4314397797563,43.3238713600849,44.1437768209634,44.7414800338768,45.1381584517442,45.319645457702,45.324433441033
Age dependency ratio (% of working-age population),SP.POP.DPND,Iraq,IRQ,79.4170909846528,78.8526056347248,78.3528835652915,77.8163773204411,77.2370050671959,76.52222656229,75.7171627898085,74.8838570425985,74.0109881818614,73.088193294658,72.0832759311099,71.0300293029273,69.8959977872649
Age dependency ratio (% of working-age population),SP.POP.DPND,Israel,ISR,60.7582858438197,61.309653756923,62.0624181544326,62.771212108666,63.3565996408251,64.0441128539557,64.8539992719881,65.5842835462436,66.06844163048,66.4587005374149,66.7862422661977,66.9448665442231,66.984124321799
Age dependency ratio (% of working-age population),SP.POP.DPND,Jordan,JOR,66.874310835472,65.8125701673662,64.8097110701593,63.655203436098,62.6125282641249,61.7840465348026,61.0106745764174,60.2704335220213,59.4966701971898,58.7083142835188,57.9054661191007,57.0664613451191,56.0857698910015
Age dependency ratio (% of working-age population),SP.POP.DPND,Kenya,KEN,83.1450986792769,82.5396329293956,81.8186906251811,80.9423670251969,79.9358766482328,78.7991611475389,77.5157212482501,76.1460454948403,74.7478951705115,73.2875948726833,71.7507540020694,70.1806883484294,68.5899420982215
Age dependency ratio (% of working-age population),SP.POP.DPND,Kuwait,KWT,33.026245439216,32.5365381080621,32.0110565860613,31.5383033752854,31.6202271031818,31.6760065421238,31.8423865570522,32.1775777390475,32.0784127284236,32.2074273240194,33.2590907215581,34.3685119548382,34.4917799751613
Age dependency ratio (% of working-age population),SP.POP.DPND,Lebanon,LBN,46.8049831061722,46.2256661599306,45.8077090612569,45.5635654499568,45.466352596412,46.792454994351,49.5812354075304,52.3963197900216,55.1631943258432,57.7884105795802,59.197977485953,59.3383929151419,59.5774107871901
Age dependency ratio (% of working-age population),SP.POP.DPND,Lesotho,LSO,67.6028072617598,66.8229276251964,66.1016551807765,65.5312199945886,65.1552437630552,64.7776088233121,64.3288520898375,63.8402309114253,63.3008219959703,62.8209395572521,62.4389259616909,62.0913797476538,61.748489367702
Age dependency ratio (% of working-age population),SP.POP.DPND,Liberia,LBR,88.0628380022081,86.6976553116056,85.6900350654584,85.9921348593101,85.908940202569,85.4592945572074,84.8798796616289,84.2894685277608,83.5355604087384,82.571861758814,81.2636836234039,79.7056220194203,78.03350911692
Age dependency ratio (% of working-age population),SP.POP.DPND,Libya,LBY,51.1023720462888,54.6618119689393,58.647707800667,57.8573391589376,57.1985707730303,56.7522679106465,56.2044448997433,55.3906509232672,54.3224035227984,53.1633318512277,51.9868560146113,50.7808605057925,49.6060301467809
Age dependency ratio (% of working-age population),SP.POP.DPND,Madagascar,MDG,84.9508057226269,83.739958317599,82.4640283625872,81.218052329818,80.1202558281412,79.1812115378376,78.3410883656892,77.5766074646047,76.8419623568581,76.1033363912853,75.3335696361558,74.5140573737842,73.6681331322317
Age dependency ratio (% of working-age population),SP.POP.DPND,Malawi,MWI,101.493415100237,101.128789483364,100.551730404947,99.6738510804657,98.5049814276149,97.0627211640782,95.3594451249885,93.4560826553165,91.4080796649504,89.2388345615534,86.974335954684,84.6854327080751,82.4861697664687
Age dependency ratio (% of working-age population),SP.POP.DPND,Mali,MLI,99.8923767993676,100.598491234301,101.742962744704,102.713583810412,102.997471410095,103.094672788056,102.935494117454,102.534843040217,102.01653746173,101.352342906159,100.416318223951,99.3262938929943,98.2956306765063
Age dependency ratio (% of working-age population),SP.POP.DPND,Malta,MLT,45.0490077719573,45.8016202982105,46.4491924911439,46.9251968639733,47.2843309709978,47.531218197549,47.6266894903891,47.6235087785706,47.5015217920623,47.3189208462782,47.1456431547118,47.0615261572669,47.6610024354711
Age dependency ratio (% of working-age population),SP.POP.DPND,Mauritania,MRT,88.0489268247883,89.3946999026223,91.1613744054651,91.6226769405779,90.6734941540342,89.7217505350951,88.7410925480646,87.6985716915547,86.5896315403618,85.4015367204113,84.0970959288002,82.7120164635773,81.2542456297998
Age dependency ratio (% of working-age population),SP.POP.DPND,Mauritius,MUS,41.835765889315,41.3764415305284,41.0152706040871,40.8164246884857,40.6496249590165,40.5000411638924,40.4665891574541,40.4668357601656,40.4512811862223,40.4210904605774,40.4748351990981,40.7096736199155,41.0444809881089
Age dependency ratio (% of working-age population),SP.POP.DPND,Morocco,MAR,51.7138880540787,51.4228395713678,51.2331478962185,51.1150231016457,51.1052287233064,51.1897666285181,51.295387251351,51.4534935520359,51.6861892252702,51.9191058265118,52.0748865182448,52.154787028307,52.2180830243835
Age dependency ratio (% of working-age population),SP.POP.DPND,Mozambique,MOZ,92.662641527205,92.7207280366948,92.5012009898468,92.0706281617697,91.4345462315769,90.6281923609237,89.6758809454396,88.7840266419989,88.0941845389059,87.4652730278775,86.7887927819485,86.123807071331,85.4924550670731
Age dependency ratio (% of working-age population),SP.POP.DPND,Namibia,NAM,67.9153508729831,67.48897591904,67.2760977477032,67.0865602228922,66.8914454593344,66.7678995551549,66.7737647116249,66.8915146642914,67.0647076430118,67.2304938289326,67.3256125056972,67.3193935333947,67.2513377764081
Age dependency ratio (% of working-age population),SP.POP.DPND,Niger,NER,106.082535548295,106.500857696465,106.62405310005,106.570986991914,106.453236593524,106.269390796822,106.112357336722,106.026051423294,105.957555540068,105.857574370436,105.69387590526,105.440027087501,105.125713181906
Age dependency ratio (% of working-age population),SP.POP.DPND,Nigeria,NGA,89.9440583064463,90.1298974002043,90.2518464227731,90.2796936155613,90.1523008719058,89.8968348395439,89.5183421521184,88.968554030094,88.3348528429671,87.6805012880663,86.9313241490553,86.1076368036576,85.2506982252854
Age dependency ratio (% of working-age population),SP.POP.DPND,Oman,OMN,41.7310590114529,37.3081963942185,34.2207663035391,32.6794172879402,32.7257727808723,32.9792529224799,32.7869971051808,33.1126051021105,34.3485093401293,36.4692798252821,39.6644045048958,41.9658971890855,42.4207587146119
Age dependency ratio (% of working-age population),SP.POP.DPND,Qatar,QAT,17.1992087789424,17.7311610370068,18.3508055000062,18.6557946028691,18.2047223919954,17.4856839238091,17.2825373698225,17.4688724962519,17.8184066614941,18.7104481398865,19.9148636332438,20.7213906889227,20.9670006310643
Age dependency ratio (% of working-age population),SP.POP.DPND,Rwanda,RWA,82.7720203809072,82.1625136898313,81.463353064912,80.6870513280835,79.9015169965232,79.0533744825843,78.0441274413375,76.9619186481005,75.9282597028407,74.8599965068948,73.6984732501675,72.5116726992432,71.4173126944538
Age dependency ratio (% of working-age population),SP.POP.DPND,Sao Tome and Principe,STP,84.5584062905318,83.9860361162206,83.9394497012193,84.3662280075742,84.581810704973,84.5183486238532,84.1349398457676,83.4710598029791,82.5960740945535,81.5012475155411,79.8640989149302,77.9290379692322,76.1515935606824
Age dependency ratio (% of working-age population),SP.POP.DPND,Saudi Arabia,SAU,46.2666893967733,45.2653367684578,44.4759126593521,43.7468112702073,43.1095572742458,42.5270958314397,41.7856007397096,40.8833614147271,40.074879654983,39.4253857956438,39.7383856132118,40.4109570582717,40.3646584502299
Age dependency ratio (% of working-age population),SP.POP.DPND,Senegal,SEN,86.7471743398447,86.8192680987191,86.8579923470858,86.8175774611348,86.5754884210226,86.1566847310014,85.6388630381695,84.9980496706653,84.279827269338,83.506600983685,82.6091294343302,81.5476850000204,80.4704574832486
Age dependency ratio (% of working-age population),SP.POP.DPND,Seychelles,SYC,44.4834301717339,43.6898149669701,43.2745976116303,43.1898500429813,43.1645093553139,43.2213653854999,43.4369602763385,43.7465316835396,44.0425151839943,44.3494847037601,44.6687530303698,45.0207468879668,45.4635910254699
Age dependency ratio (% of working-age population),SP.POP.DPND,Sierra Leone,SLE,86.7227702523356,85.9982053849702,85.1850831419492,84.206017641819,83.0094625242163,81.7054561271416,80.3608703343358,78.9939262646854,77.6567101711554,76.4191556691904,75.2305575625115,74.0044324363418,72.7583339656905
Age dependency ratio (% of working-age population),SP.POP.DPND,Somalia,SOM,102.997417686761,102.523126685816,102.11125998284,101.761120224798,101.454018542403,101.237375609261,101.070016809706,100.836355269126,100.531964035369,100.201488034988,99.8223749126677,99.3971785295867,98.9435620162571
Age dependency ratio (% of working-age population),SP.POP.DPND,South Africa,ZAF,50.6689277078122,50.4124636877594,50.4525052061008,50.7301457907816,50.9265443610204,50.8467682107849,51.3685978620114,52.2612995488199,52.7549059106109,53.1283555368843,53.2337063704773,53.0106990324263,52.5408423961565
Age dependency ratio (% of working-age population),SP.POP.DPND,South Sudan,SSD,83.4954353843047,81.351081090077,80.4846856385561,80.3325247132484,82.6274890976773,85.4268247837849,88.736449939607,94.6975365383519,98.1400393217897,96.5433747734308,93.4165727809632,90.6960656710317,87.8128130023096
Age dependency ratio (% of working-age population),SP.POP.DPND,Sudan,SDN,80.2317248199122,80.8808911544967,81.3568772678126,81.6302395564655,81.4787682576153,81.0721493578588,80.7421508640789,80.3057232016279,80.0117850355679,80.0746038415139,80.2309640223348,80.2123193839029,79.9498212679232
Age dependency ratio (% of working-age population),SP.POP.DPND,Syrian Arab Republic,SYR,66.2375177093156,66.3227611175827,67.8979138408967,72.8492190802489,79.2228539713136,82.557590418159,81.6696216486309,78.9024672279323,74.4444582796018,68.6075503997983,63.9888845688527,60.376224836919,56.4829536292319
Age dependency ratio (% of working-age population),SP.POP.DPND,Tanzania,TZA,92.1236485008802,92.3443430532995,92.3669476159646,92.3071994490074,92.1825653268583,91.997801535001,91.6587383995257,91.1353754837998,90.458605012364,89.633487546301,88.6972333598275,87.7054463959979,86.7793540976379
Age dependency ratio (% of working-age population),SP.POP.DPND,Togo,TGO,80.4146168712802,80.4138894168704,80.364612410529,80.2276435300852,79.9710500862645,79.6230171892471,79.2246977579818,78.7700805749932,78.2625715366175,77.736585008242,77.1667067828027,76.5048330000535,75.7317323837791
Age dependency ratio (% of working-age population),SP.POP.DPND,Tunisia,TUN,44.0933762000383,44.0592197070666,44.2900530952151,44.8764946102811,45.6311108891119,46.5103800241104,47.4133121066916,48.3113716574529,49.1416852390108,49.8668099499814,50.4405576793477,50.8668268062608,51.19668917138
Age dependency ratio (% of working-age population),SP.POP.DPND,Uganda,UGA,106.097391172022,105.116361447728,104.136551428056,103.110190781032,101.833712284356,100.222086962459,98.1325684211194,95.811916730413,93.7329222429779,91.7402039972016,89.8791497701397,88.213347803565,86.8301536473046
Age dependency ratio (% of working-age population),SP.POP.DPND,United Arab Emirates,ARE,16.1720159473084,16.7166982554163,17.0829420420473,17.3157572883286,17.4758844709474,17.6357466854298,17.8641682045739,18.2093561711013,18.6930269395725,19.3078436050447,19.8968328056032,20.3390385875641,20.5707062554404
Age dependency ratio (% of working-age population),SP.POP.DPND,West Bank and Gaza,PSE,82.6795234901596,81.4008136203865,80.3125298727799,79.3148510374574,78.437730615079,77.7295888000306,77.0612399794359,76.5720455389528,76.2516852372255,75.83273975677,75.1592317201693,74.2823539907852,73.3162477925736
Age dependency ratio (% of working-age population),SP.POP.DPND,"Yemen, Rep.",YEM,86.524411088819,84.9072818336847,83.595542748004,82.3857574740034,81.237208380795,80.1451392727913,79.1415355110098,78.1750599198869,77.1984805728037,76.1809339506884,75.1537231559569,74.0981775129238,72.8891499874296
Age dependency ratio (% of working-age population),SP.POP.DPND,Zambia,ZMB,93.5334111091871,92.8276531381873,92.131607926717,91.3178119737888,90.3559805258118,89.2993112016585,88.1984278113832,87.0510229868315,85.8389774252646,84.543155619951,83.1845162629024,81.8224556620949,80.5185994530427
Age dependency ratio (% of working-age population),SP.POP.DPND,Zimbabwe,ZWE,85.5645678660316,86.4004946721287,86.7171219621573,86.445433226279,85.8755038521963,85.0833650306079,84.1122158466628,83.1012858088352,82.1233467597035,81.2078582135931,80.285254859982,79.393576926567,78.4307596636428
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Algeria,DZA,7.14604838919623,7.20067211754079,7.28922703896336,7.42802216178059,7.62955316705691,7.88796629838154,8.18647739154491,8.50659958879874,8.84321884071998,9.19556872158788,9.50095142470613,9.79622772263555,10.1443400883824
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Angola,AGO,5.03076696433558,5.01761691402477,5.00279233195218,4.98077448037656,4.94741317021014,4.92675431399285,4.92086089209333,4.9200229122081,4.9321872544942,4.95399460499937,4.97083201807665,4.96773378687163,4.96337945822142
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Bahrain,BHR,2.75860160462527,2.84164513824292,2.87899249461497,3.05786447131863,3.41793958429342,3.60813860968124,3.60321284252946,3.57842989145986,3.62465184391122,3.82959264665355,4.17898616500431,4.58231452258618,4.93781625475778
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Benin,BEN,5.98647073474471,5.97364893534297,5.94896162671284,5.90439655095861,5.81716517571397,5.7523078698165,5.73791364768134,5.72622787881504,5.71850970797997,5.71521477178203,5.69915854053628,5.66077163999195,5.62262465821185
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Botswana,BWA,5.09146233318785,5.07001874351382,5.0551207371476,5.04261235233925,5.06361393450113,5.12131174368686,5.19171197337938,5.27798202208488,5.37897896342154,5.49322679065098,5.60736063825958,5.65805942459237,5.7324616626119
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Burkina Faso,BFA,5.23698585462312,5.2439735251401,5.23663976960904,5.18346018739541,5.09797937653754,5.02475085547221,4.96676543317759,4.92030375609142,4.88871967055035,4.86803220513437,4.83275462095457,4.77346093088212,4.71390468199842
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Burundi,BDI,4.40883651794272,4.39904594006015,4.39495721421985,4.39874289622628,4.39301112202895,4.46788572127357,4.61896393180966,4.73199743570865,4.80173091205831,4.84171850577836,4.8545091814688,4.8334292634048,4.79641866446854
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Cabo Verde,CPV,9.96213495585513,9.46309029089535,9.02613316974911,8.64877635574712,8.33821706300011,8.07526763050436,7.89890399019032,7.84241747133775,7.84725839338109,7.88476606800421,7.9426508006643,8.00733970676219,8.13052701244373
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Cameroon,CMR,5.67198077257454,5.61628305121179,5.56097448785295,5.49286925216273,5.39102895828786,5.29120384208472,5.22073658015565,5.16340705662855,5.11360567121063,5.06920641561985,5.00932005726066,4.92389686947299,4.84112567420283
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Central African Republic,CAF,3.88614718954367,3.93906787003994,4.01800184301848,4.11080444489401,4.25601701382079,4.42893035063581,4.56903319816115,4.70805336405804,4.84276918336025,4.95876099742552,5.02685795853707,5.0674314946844,5.08805615488789
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Chad,TCD,4.53634355207179,4.44000474935603,4.3460556399259,4.25514989037188,4.15370571305247,4.09565488956949,4.08537985485773,4.07490603965855,4.06838586565031,4.06800212760762,4.05305924954324,4.01493876902294,3.97819690228272
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Comoros,COM,7.91021829899247,7.74978069512084,7.59662467062802,7.47759104003976,7.40585227015584,7.37464280563493,7.36044592621481,7.40720990997466,7.50625086424007,7.58105125389589,7.57749588474242,7.49359481057805,7.41652268668713
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,"Congo, Dem. Rep.",COD,6.09718352807607,6.10634031634484,6.1153025702515,6.1120176952243,6.09205234335814,6.06424209951165,6.02722437350453,5.99376975598168,5.97850420764127,5.97479108692719,5.94137136691257,5.8646690644923,5.77827093862152
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,"Congo, Rep.",COG,4.64609535184,4.5974028878308,4.57781927157283,4.58050480997062,4.58950045413261,4.60259076896561,4.62191007732276,4.64700868804853,4.67759825452151,4.7158620952896,4.75506410405815,4.78853455601005,4.83897152195198
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Cote d'Ivoire,CIV,4.69813755126475,4.65562768690878,4.59046614497153,4.52399183681069,4.4597898569538,4.40900649720405,4.37608871009768,4.35838165808748,4.35146536867754,4.35258853379325,4.34174046079048,4.30668465972107,4.26869126594522
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Djibouti,DJI,6.15661322101914,6.25307539140143,6.35899767345343,6.47526424500945,6.59372428304623,6.69199289283446,6.75591712040516,6.79945998943192,6.84144309058223,6.89077074557647,6.92684998952291,6.94454147861445,6.97067957304742
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,"Egypt, Arab Rep.",EGY,6.619098434259,6.66272387895531,6.75886551267332,6.86625906119934,6.94999088337487,7.02066022436388,7.09667852982904,7.19855566168963,7.32460061943295,7.46063225236022,7.58477076323878,7.67926761933492,7.75828314303813
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Equatorial Guinea,GNQ,5.91594957227615,5.81502841278137,5.60389052838166,5.42945111532559,5.31694550273315,5.27362943117554,5.28625914321991,5.33615216965277,5.39783039197217,5.44888848406622,5.46171128577156,5.41958520734366,5.3519914017992
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Eritrea,ERI,6.57710782484662,6.67549200694476,6.7924116505649,6.8935780854258,7.024309417472,7.1350061673774,7.18054887757625,7.22002176278564,7.2236959338518,7.2165564548608,7.19087262693816,7.12927695929687,7.06682873133098
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Eswatini,SWZ,4.80992353335098,4.93760601107922,5.08254324843273,5.23544140705716,5.40862273430493,5.6054155554265,5.80511606404061,6.00107673951634,6.1926107758441,6.37994529813651,6.51303893374472,6.54923688061886,6.526859052586
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Ethiopia,ETH,5.32081620636283,5.34726651127733,5.37708222945485,5.40057575715078,5.41470015687182,5.42965619828841,5.44733658123256,5.46611667581992,5.49119222051887,5.5218995320672,5.53443920054347,5.51562134543168,5.48792161346033
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Gabon,GAB,7.08006806815614,6.95214556021733,6.84082750261897,6.73622559845714,6.64651402771088,6.59045564842275,6.56108487866531,6.54787998774423,6.54645892633748,6.5532987544716,6.55448044368746,6.5313189105856,6.49670575082085
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,"Gambia, The",GMB,5.59426999503678,5.50207598888006,5.4095905507361,5.29170391389807,5.13995875271016,4.99206519078931,4.87311270259585,4.77555765980654,4.6956972484517,4.63747363880368,4.57857967809669,4.50625432673847,4.45009018804258
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Ghana,GHA,5.49151567240363,5.43955185138554,5.39598681272351,5.37467622999937,5.38601897355806,5.41043538360583,5.44135479213721,5.49299042599609,5.56822699333247,5.66857891391617,5.77078710756664,5.86613865301842,5.97382314410513
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Guinea,GIN,7.14164025326777,7.03554031691156,6.92061184979538,6.79678681975284,6.63651297554043,6.50434325503114,6.43557231495917,6.37734963213889,6.3254910698663,6.27810340922976,6.21390146379608,6.12238596888611,6.02912695179407
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Guinea-Bissau,GNB,4.98552169372449,4.90581476423439,4.84958868891726,4.81618425553402,4.80312885440496,4.80964590402203,4.83441214148636,4.8705866007491,4.91316623667293,4.95913440563102,4.97959399776747,4.96560991202376,4.94084024577701
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,"Iran, Islamic Rep.",IRN,6.90309544897929,7.08217812753616,7.30337521325139,7.54817963938296,7.84362390199422,8.18043494716889,8.55074729536433,8.96213597202568,9.39627341866432,9.84981676694828,10.31591830035,10.717413043668,11.0776977383462
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Iraq,IRQ,5.50418124107538,5.48065262904494,5.44990321966314,5.44053927548013,5.45167536569539,5.46249187990464,5.49903625137862,5.58624981792661,5.70532693352063,5.82331657040874,5.85575868203659,5.8318235046587,5.78503144609902
